SCHOOLNAME,STATE,BOARD
"Jawahar Navodaya Vidyalayas Pariakalpet,kalapet, Pondicherry - Pondicherry",PONDICHERRY,CBSE
"Jawahar Navodaya Vidyalayas Rayanalayam,p.o.kottucherry, Karaikal - Po",PONDICHERRY,CBSE
A A M Childrens Academy Kathiar Kathiar - Bihar,BIHAR,CBSE
A V N English School 50 Sardar Patal Path Patna - Bihar,BIHAR,CBSE
Acharya Narender Deo Public School At & Post Khalpura Saran Chapra - Bihar,BIHAR,CBSE
Adwaita Mission High School Mandar Vidyapith Banka - Bihar,BIHAR,CBSE
Army School Danapur Cantt Aurangabad - Bihar,BIHAR,CBSE
Assembly Of God Church School Bettiah West Champaran - Bihar,BIHAR,CBSE
Bal Mandir Senior Secondary School Bal Mandir Road Kishan Ganj - Bihar,BIHAR,CBSE
Bal Vidya Niketan Raja Bazar Patel Nagar Jehanabad - Bihar,BIHAR,CBSE
Bal Vikas Vidyalaya Shershah Roza Path Rohtas - Bihar,BIHAR,CBSE
Baldwin Academy West Boring Canal Road Patna - Bihar,BIHAR,CBSE
Balika Vidya Peeth Lakhi Sarai Munger - Bihar,BIHAR,CBSE
Barauni Refinery D A V Public School Post Refinery Township Begusarai - Bihar,BIHAR,CBSE
Bridgeford School Post Hatia Ranchi - Bihar,BIHAR,CBSE
C S Dav Public School Kotwa Road Bankat East Champaran - Bihar,BIHAR,CBSE
"Campus Public School R.a.u, Samastipur - Bihar",BIHAR,CBSE
Central Public School Tajpur Road Samastipur - Bihar,BIHAR,CBSE
Chapra Central School Dak Bungalow Road Chapra - Bihar,BIHAR,CBSE
Creane Memorial High School Katari Hill Road Gaya - Bihar,BIHAR,CBSE
D A V Centenary Public School Kabir Math Siwan - Bihar,BIHAR,CBSE
D A V Public School Circuit House Area Gaya - Bihar,BIHAR,CBSE
D A V Public School Nh 28 Khabra Muzaffarpur - Bihar,BIHAR,CBSE
D A V Public School Sidhashram Ara Bhojpur - Bihar,BIHAR,CBSE
D A V Public School Urvarak Nagar Barauni Begusarai - Bihar,BIHAR,CBSE
D A V Public School Walmi Complex Patna - Bihar,BIHAR,CBSE
Dav Public School Begusarai Harrakh Kothi Begusarai - Bihar,BIHAR,CBSE
Dav Public School Bihar State Electricity Board Patna - Bihar,BIHAR,CBSE
Dav Public School Cantt Road Patna - Bihar,BIHAR,CBSE
Dav Public School College Road Gaya - Bihar,BIHAR,CBSE
Dav Public School Dayanand Vihar Aurangabad - Bihar,BIHAR,CBSE
Dav Public School Deeptinagar (ntpc) Bhagalpur - Bihar,BIHAR,CBSE
Dav Public School Hansraj Nagar Rohtas - Bihar,BIHAR,CBSE
Dav Public School Khetanlane Jehanabad - Bihar,BIHAR,CBSE
Dav Public School M T P S Kanti Muzaffarpur - Bihar,BIHAR,CBSE
Dav Public School Runnisaidpur Gorigama Sitamarhi - Bihar,BIHAR,CBSE
Delhi Model Public School Bhagwati Pur Patna - Bihar,BIHAR,CBSE
Delhi Public School Village Lodipur Patna - Bihar,BIHAR,CBSE
East And West High School Bela Near Neora Patna - Bihar,BIHAR,CBSE
Eastern Railway Inter College Post Jamalpur Munger - Bihar,BIHAR,CBSE
Eklavya Educational Complex Palanga Post Suitha Patna - Bihar,BIHAR,CBSE
Ganpat Rai Salarpuria Saraswati Vidya Mandir Bhagalpur - Bihar,BIHAR,CBSE
Green Field English School New Area Bisar Gaya - Bihar,BIHAR,CBSE
Gyan Bharti Public School Laxmi Sagar Post Darbhanga - Bihar,BIHAR,CBSE
Gyan Bharti Residential Complex Gaya - Bihar,BIHAR,CBSE
Gyan Niketan Vitthal Vihar Complex Patna - Bihar,BIHAR,CBSE
Holy Cross School Donar Darbhanga - Bihar,BIHAR,CBSE
Holy Mission High School Samastipur - Bihar,BIHAR,CBSE
Indian Public School Mahatma Gandhi Setu Path Vaishali - Bihar,BIHAR,CBSE
Indian Public School Stadium Road Madhubani - Bihar,BIHAR,CBSE
Infant Jesus' School Khajokalan Tehri Ghat Patna - Bihar,BIHAR,CBSE
Ishan International Public School Malahi Pakri Patna - Bihar,BIHAR,CBSE
J M V Residential School Chitnama Patna - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Araria R S Village Maza Rahikpur - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya D B Road Saharsa - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Jehanbad - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Jethian Gaya - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Kharaunadih Muzaffarpur - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Kishan Ganj - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Mahadeva Road Siwan - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Pipra Kothi East Champaran - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Sheikhpura Munger - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalaya Vill - Wafapur Sharma Vaishali - Bihar,BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Bahadurganj, Kishanganj - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Bangara, Saran - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Barhat, Jamui - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Barun, Aurangabad - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Bihiya , Bhojpur - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Bikram, Patna - Bihar",BIHAR,CBSE
Jawahar Navodaya Vidyalayas Birauli Samastipur - Bihar,BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Biriyahi, Saharsa - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Bishnupur, Begusarai - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Darwa, Bhabhua(kaimur) - Bihar",BIHAR,CBSE
Jawahar Navodaya Vidyalayas Dumra Sitramarhi - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalayas Gandey Block Giridih - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalayas Garbanali Purnea - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalayas Hansdiha Dumka - Bihar,BIHAR,CBSE
Jawahar Navodaya Vidyalayas Jethian Gaya - Bihar,BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Kharondih, Muzaffarpur - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Kolasi, Katihar - Bihar",BIHAR,CBSE
"Jawahar Navodaya Vidyalayas Latehar, Palamu - Bihar",BIHAR,CBSE
St. Joseph's School ICSE BANKA Bihar,BIHAR,ICSE
St. Paul's School ICSE BEGUSARAI Bihar,BIHAR,ICSE
Mount Assisi School ICSE BHAGALPUR Bihar,BIHAR,ICSE
Carmel School ICSE BHAGALPUR Bihar,BIHAR,ICSE
St. Joseph's School ICSE BHAGALPUR Bihar,BIHAR,ICSE
St. Teresa's School ICSE BHAGALPUR Bihar,BIHAR,ICSE
St. Joseph's School ICSE BHAGALPUR Bihar,BIHAR,ICSE
St. Paul's School ICSE BHAGALPUR Bihar,BIHAR,ICSE
Holy Family School ICSE BHAGALPUR Bihar,BIHAR,ICSE
Madonna English School ICSE DARBHANGA Bihar,BIHAR,ICSE
St. Joseph's School ICSE JAMUI Bihar,BIHAR,ICSE
St. Joseph's School ICSE JAMUI Bihar,BIHAR,ICSE
North Point Children's School ICSE MUZAFFARPUR Bihar,BIHAR,ICSE
Gems English School ICSE ROHTAS Bihar,BIHAR,ICSE
St. Joseph's Convent High School ICSE PATNA Bihar,BIHAR,ICSE
Don Bosco Academy ICSE Patna Bihar,BIHAR,ICSE
St. Karen's High School ICSE PATNA Bihar,BIHAR,ICSE
St. Paul's High School ICSE PATNA Bihar,BIHAR,ICSE
Rose Bud School ICSE PATNA Bihar,BIHAR,ICSE
St. Paul's Academy ICSE PATNA Bihar,BIHAR,ICSE
St. John's High School ICSE PATNA Bihar,BIHAR,ICSE
St. M.g. Public School ICSE PATNA Bihar,BIHAR,ICSE
Jesus And Mary Academy ICSE Patna Bihar,BIHAR,ICSE
St. Xavier's High School ICSE PATNA Bihar,BIHAR,ICSE
Carmel High School ICSE PATNA Bihar,BIHAR,ICSE
Red Carpet High School ICSE PATNA Bihar,BIHAR,ICSE
St. Joseph's Convent High School ICSE PATNA Bihar,BIHAR,ICSE
Delhi Public School Palm Beach Marg Navi Mumbai - Maharashtra,MAHARASTRA,CBSE
Drb Dav School Pada No 3 Balkum Thane West - Maharashtra,MAHARASTRA,CBSE
Eklavaya Residential School Chikhaldara Tal Amravati - Maharashtra,MAHARASTRA,CBSE
Eklavya Residential School Bordi Tal Thane - Maharashtra,MAHARASTRA,CBSE
Eklavya Residential School Kairi Parsoda Nagpur - Maharashtra,MAHARASTRA,CBSE
Eklavya Residential School Mundhegaon Tal Igatpuri Nashik - Maharashtra,MAHARASTRA,CBSE
"Fort International Academy, Panhala - Maharashtra",MAHARASTRA,CBSE
Golden Jubilee School Devalgaon Raja Mantha Road Jalna - Maharashtra,MAHARASTRA,CBSE
Gondia Public School Gondia Khurd Gondia - Maharashtra,MAHARASTRA,CBSE
Gopi Birla Memorial School 68 Walkeshwar Road Mumbai - Maharashtra,MAHARASTRA,CBSE
Hon'ble Sharad Pawar Public School A/p Manur Nasik - Maharashtra,MAHARASTRA,CBSE
Ira International School Plot No 15 Nagpur - Maharashtra,MAHARASTRA,CBSE
Jamnaben Hirachand Ambani School Bombay Pune Highway Raigad Dist - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya A/p Sangeli-savarwad Sindhudurg - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Bordi Thane Distt - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya C/0 Alka Sheti Farm Kolhapur - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Dapoli Ratnagiri - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Kannad Kannad Tq - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Nizampur Tal Mangon Raigad - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Pimpale Pune - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Sakoli Bhandara Dist - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Tuljapur Naldurg Road Tuljapur - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalaya Vilasnagar (tq.&distt) Latur - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Akkalkuwa Nandurbar (dhule) - Maharashtra,MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Ambapartur, Jalna. - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Balasa, Parbhani - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Balora, Yavatmal - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Basmatnagar, Hingoli(parbhani) - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Bhabulgaon, Akola - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Bhusawal, Jalgaon - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Dabhol Power Project, Ranvi, Post Anjanvel, Ratnagiri - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Ghot, Gadchiroli - Maharashtra",MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Kagal Kolhapur - Maharashtra,MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Kannad, Aurangabad, - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Khawali, Post Kshetra Mahul, Satara, - Maharashtra",MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Khedgaon Shindvad Road Nashik - Maharashtra,MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Lohare (nizampur),tq.mangaon Raigad, - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Mahim, Teh. Palghar Thane - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Manjara Sugar Factory,chincholi Raowadi, Latur - Maharashtra",MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Navegaon Kheri Post Nagpur - Maharashtra,MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Navegaonbandh, Gondia, - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Navsari Post, Amravati, - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Palus, Sangli - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Pimple Jagtap, Post Shikrapur, Pune - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Pokharapur, Tq. Mohol Solapur - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Sangeli, Post Kalambista, Sindhudurga - Maharashtra",MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Selu Kata Wardha - Maharashtra,MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Shankarnagar, Nanded - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Shegaon, Buldana - Maharashtra",MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Takli-dhokeshwar, Ahmednagar, - Maharashtra",MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Talodhi (balapur) Chandrapur - Maharashtra,MAHARASTRA,CBSE
Jawahar Navodaya Vidyalayas Tuljapur Osmanabad - Maharashtra,MAHARASTRA,CBSE
"Jawahar Navodaya Vidyalayas Washim, Washim(akola) - Maharashtra",MAHARASTRA,CBSE
Wisdom High International School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Silver Oak ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Ryan International School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Horizon Academy ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
St. Xavier's High School ICSE RAIGAD Maharashtra,MAHARASTRA,ICSE
Dr. A.r. Undre English High School ICSE RAIGAD Maharashtra,MAHARASTRA,ICSE
India First Foundation School ICSE RAIGAD Maharashtra,MAHARASTRA,ICSE
St. Joseph's Convent School ICSE SATARA Maharashtra,MAHARASTRA,ICSE
St. Peter's School ICSE SATARA Maharashtra Kimmins High School ICSE SATARA Maharashtra,MAHARASTRA,ICSE
Codesh School ICSE SATARA Maharashtra,MAHARASTRA,ICSE
Shalom International School ICSE SATARA Maharashtra,MAHARASTRA,ICSE
Pinewoods International High School ICSE SATARA Maharashtra,MAHARASTRA,ICSE
St. Xavier's High School ICSE SATARA Maharashtra,MAHARASTRA,ICSE
The Bishop's School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Hutchings High School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Spicer Higher Secondary School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
St. Mary's School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
St. Helena's School and Junior College ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Hume Mchenry Memorial High School Of S.d.a. ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Tomoae Primary English Medium School ICSE AMRAVATI Maharashtra,MAHARASTRA,ICSE
Cambridge School ICSE AURANGABAD Maharashtra,MAHARASTRA,ICSE
Ryan International School ICSE AURANGABAD Maharashtra,MAHARASTRA,ICSE
Podar International School ICSE AURANGABAD Maharashtra,MAHARASTRA,ICSE
St. Ann's School ICSE BEED Maharashtra Vianney Vidya Mandir ICSE Chandrapur Maharashtra,MAHARASTRA,ICSE
North Point School ICSE DHULE Maharashtra Anubhuti School ICSE JALGAON Maharashtra,MAHARASTRA,ICSE
My Rich Dad's Academy ICSE JALNA Maharashtra,MAHARASTRA,ICSE
S.d.a. High School ICSE KOLHAPUR Maharashtra,MAHARASTRA,ICSE
Seventh Day Adventist High School ICSE NAGPUR Maharashtra,MAHARASTRA,ICSE
M.s.b. Educational Institute ICSE NAGPUR Maharashtra,MAHARASTRA,ICSE
Marie Poussepin's Academy ICSE NAGPUR Maharashtra,MAHARASTRA,ICSE
Barnes School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Seventh Day Adventist Higher Secondary School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Priceless Pearl Scholar's Academy ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Podar International School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Fravashi Academy ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Orchid International School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Ashoka Universal School ICSE NASHIK Maharashtra,MAHARASTRA,ICSE
Vidya Pratishthan's Bal Vikas Mandir ICSE PUNE Maharashtra Sahyadri School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Vidya Valley School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Riverdale International Residential School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
St. Mathews Academy ICSE PUNE Maharashtra,MAHARASTRA,ICSE
The Bishop's Co - Ed. School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Podar International School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Vidya Pratishthan's Magarpatta City Public School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Vibgyor High ICSE PUNE Maharashtra,MAHARASTRA,ICSE
The Bishop's Co-ed School ICSE PUNE Maharashtra,MAHARASTRA,ICSE
Baldwin Boys' High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Baldwin Girls' High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Bishop Cotton Boys' School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Bishop Cotton Girls' School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Clarence High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Cluny Convent High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
The Frank Anthony Public School ICSE BANGALORE,KARNATAKA,ICSE
Karnataka Sacred Heart Girls' High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
The Cathedral High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Seventh Day Adventist Higher Secondary School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Sophia High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
St. Charles High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
St. Francis Xavier Girls' High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
St. Germn High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
St. John's High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
St. Joseph's Boys High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Cambridge School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
Bethany High School ICSE BANGALORE Karnataka,KARNATAKA,ICSE
B.p. Indian Public School ICSE BANGALORE Karnataka,KARNATAKA,CBSE
Air Force School A.f.s Yelahanka Bangalore - Karnataka,KARNATAKA,CBSE
Air Force School Air Force Station Bidar - Karnataka,KARNATAKA,CBSE
Air Force School Jalahalli East Bangalore - Karnataka,KARNATAKA,CBSE
Air Force School Murugeshpalayam Camp Bangalore - Karnataka,KARNATAKA,CBSE
Air Force School Post J C Nagar Bangalore - Karnataka,KARNATAKA,CBSE
Amrita Vidalayam No 114 7th Corss Bogadi Mysore - Karnataka,KARNATAKA,CBSE
Anand Shiksha Kendra Kaikondanahalli Bangalore - Karnataka,KARNATAKA,CBSE
Army Public School Abdul Hamid Barracks Bangalore - Karnataka,KARNATAKA,CBSE
Atomic Energy Central School Kaiga Project Township Uttar Kannada - Karnataka,KARNATAKA,CBSE
Atomic Energy Central School Rmp Yelwal Colony Mysore - Karnataka,KARNATAKA,CBSE
B B U L Jain Vidyalaya 84 K.r. Road Bangalore - Karnataka,KARNATAKA,CBSE
B E L School M E S Road Bangalore - Karnataka,KARNATAKA,CBSE
B G S Education Centre Gandhi Nagar Mangalore - Karnataka,KARNATAKA,CBSE
B V V Sangma's Basaveshwar Eng School Bagalkot - Karnataka,KARNATAKA,CBSE
B.v.b's Rajashree Vidya Mandir Aditya Nagar Gulbarga - Karnataka,KARNATAKA,CBSE
Baden Powell School (r) Mysore Sri Jayachamarajendra Scours & Guides Bhawan Mysore - Karnataka,KARNATAKA,CBSE
Balodyana English School Jaya Nagar Mysore - Karnataka,KARNATAKA,CBSE
Bangalore Military School Post Box No.2500 Bangalore - Karnataka,KARNATAKA,CBSE
Belgaum Military School Belgaum - Karnataka,KARNATAKA,CBSE
Beml Public School Shishya Beml Township Bangalore - Karnataka,KARNATAKA,CBSE
Bgs International School Nithyananda Nagara Branch Bangalore South - Karnataka,KARNATAKA,CBSE
Bhavan's Vidyalaya B Vidya Bhavan C.f. Post Sedam Tq Gulbarga - Karnataka,KARNATAKA,CBSE
Bvb's Nagarjuna Vidyaniketan No.38/1/41 Ramagundanahalli Bangalore - Karnataka,KARNATAKA,CBSE
Central School For Tibetans Bylakuppe Mysore - Karnataka,KARNATAKA,CBSE
Central School For Tibetans Cauvery Valley Project Mysore - Karnataka,KARNATAKA,CBSE
Central School For Tibetans Gurupura Mysore - Karnataka,KARNATAKA,CBSE
Central School For Tibetans Mundgod N.kanara - Karnataka,KARNATAKA,CBSE
Central School For Tibetans Odeyarpalya Mysore - Karnataka,KARNATAKA,CBSE
Chandrakant Patil Eng Med School Gulbarga - Karnataka,KARNATAKA,CBSE
Citizen's Public School Ooty Road Mysore - Karnataka,KARNATAKA,CBSE
Cmr Jnanadhara School 2079 2nd Main Road Bangalore - Karnataka,KARNATAKA,CBSE
D A V Jindal Vidya Mandir Po. Toranagallu Vidyanagar - Karnataka,KARNATAKA,CBSE
D.a.v. Public School A C C Colony Gulbarga - Karnataka,KARNATAKA,CBSE
Daffodils School Of Education Bagalkot Road Bijapur - Karnataka,KARNATAKA,CBSE
Delhi Public School 11 Km Kanka Pura Road Bangalore - Karnataka,KARNATAKA,CBSE
Delhi Public School 35/1a Satanur Villag Bangalore - Karnataka,KARNATAKA,CBSE
Demonstration School Regional Institute Of Education Mysore - Karnataka,KARNATAKA,CBSE
Deva Matha Central School H R B R Banaswadi Bangalore - Karnataka,KARNATAKA,CBSE
Dream World School Kappagal Road Bellary - Karnataka,KARNATAKA,CBSE
Gear Innovative International School 175 Dodda Kennelli Bangalore - Karnataka,KARNATAKA,CBSE
Guru Nanak Public School Near Nehru Stadium Bidar - Karnataka,KARNATAKA,CBSE
Hal Public School Suranjandass Road Bangalore - Karnataka,KARNATAKA,CBSE
I T I Central School Vidya Mandir Campus Bangalore - Karnataka,KARNATAKA,CBSE
Impact Residential School 1-c Main Road Bangalore - Karnataka,KARNATAKA,CBSE
J S S Public School Ii Nd Stage Mysore - Karnataka,KARNATAKA,CBSE
J S S Public School No:31 15th Main 22nd Cross Bangalore - Karnataka,KARNATAKA,CBSE
J S S Public School Suttur Nanjangud Mysore - Karnataka,KARNATAKA,CBSE
J.s.s. Public School Siddartha Nagar Mysore - Karnataka,KARNATAKA,CBSE
Jain International Resi School Jakkasandra Po Bangalore - Karnataka,KARNATAKA,CBSE
Janadeepa School 10 Km Shimoga Holehnnur Road Javalli - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Doddaballapur Bangalore Rural - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Hondarabala Village Mysore - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Hothpet P.o Gulbarga - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Kyarakoppa Road Dharwad - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Narayanapur Post Bidar - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Post Malagi Tq Mundgod Uttar Kannada - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Post Mudgal Raichur - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalaya Viraktamath Premises Hangal Haveri - Karnataka,KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Almatti Dam Site Bijapur, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Badami, Banasankari Road Bagalkot - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Bagalur, Bangalore Urban - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Balehonnur, P.o.devagodu Chikmangalur, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Carstreet, Mangalore, South Kannada - Karnataka",KARNATAKA,CBSE
Jawahar Navodaya Vidyalayas Chikajogihalli Bellary - Karnataka,KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Devarahalli, Davangare - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Doddamaragowdanahali, Mysore - Karnataka",KARNATAKA,CBSE
Jawahar Navodaya Vidyalayas Gajanur Post Simoga - Karnataka,KARNATAKA,CBSE
Jawahar Navodaya Vidyalayas Galibeedu Post Kodagu - Karnataka,KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Gollahalli, Tumku, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Hebri, Udupi - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Hondrabalu, Chamarajnagar - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Kothali ,kuppanwadi, Belgaum, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Kuknoor, Koppal, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Mavinakere Hassan, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Mudgal Koppal(raichur), - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Mundargi, Gadag, - Karnataka",KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Panchvati, Mallagi,teh.mundgod, North Kannada, - Karnataka",KARNATAKA,CBSE
Jawahar Navodaya Vidyalayas Shivaragudda Post Mandya - Karnataka,KARNATAKA,CBSE
"Jawahar Navodaya Vidyalayas Uduvalli, Chitradurga - Karnataka",KARNATAKA,CBSE
Air Force Regional School 12-wing Air Force Station - Chandigarh,CHANDIGARH,CBSE
Air Force School Sector 31-d - Chandigarh,CHANDIGARH,CBSE
Ajit Karam Singh International Public School Sector 41 B - Chandigarh,CHANDIGARH,CBSE
Bal Niketan Model School Sector-37a - Chandigarh,CHANDIGARH,CBSE
Bhavan's Vidyalaya Sector 27 B Madhya Marg - Chandigarh,CHANDIGARH,CBSE
Carmel Convent School Sector 9b - Chandigarh,CHANDIGARH,CBSE
Chandigarh Baptist School Sector 45-d - Chandigarh,CHANDIGARH,CBSE
D A V College Sector 10-d - Chandigarh,CHANDIGARH,CBSE
D A V Public School Sector 8-c - Chandigarh,CHANDIGARH,CBSE
Dav Model School Sector-15a - Chandigarh,CHANDIGARH,CBSE
Dav Senior Secondary School (lahore) Sector-8 C - Chandigarh,CHANDIGARH,CBSE
Government Adult Secondary School (eve) Secondary 19 - Chandigarh,CHANDIGARH,CBSE
Government Evening Senior Secondary School Sector 19 - Chandigarh,CHANDIGARH,CBSE
Government Girls High School Sector-25 - Chandigarh,CHANDIGARH,CBSE
Government Girls Senior Secondary School Sector-18 C - Chandigarh,CHANDIGARH,CBSE
